	color	date	model	promo-price	size	standard-price
2842	белый	20180207	ST630	249	M	249
2843	черный	20180207	ST630	279	M	279
2844	оранжевый	20180207	ST630	199	M	249
2845	белый	20180207	ST630	249	L	249
2846	черный	20180207	ST630	279	L	279
2847	оранжевый	20180207	ST630	199	L	249
2848	белый	20180207	ST630	249	XL	249
2849	черный	20180207	ST630	279	XL	279
2850	оранжевый	20180207	ST630	199	XL	249
2851	белый	20180109	TC047	279	XS	279
2852	белый	20180109	TC047	279	S	279
2853	белый	20180109	TC047	279	M	279
2854	белый	20180109	TC047	279	L	279
2855	белый	20180109	TC047	279	XL	279
2856	белый	20180419	TA938	449	XS	449
2857	серый	20180419	TA938	449	XS	449
2858	белый	20180419	TA938	449	S	449
2859	серый	20180419	TA938	449	S	449
2860	белый	20180419	TA938	449	M	449
2861	серый	20180419	TA938	449	M	449
2862	белый	20180419	TA938	449	L	449
2863	серый	20180419	TA938	449	L	449
2864	белый	20180419	TA938	449	XL	449
2865	серый	20180419	TA938	449	XL	449
2866	розовый	20180320	SU080	399	XS	449
2867	розовый	20180320	SU080	399	XS	449
2868	розовый	20180320	SU080	399	S	449
2869	розовый	20180320	SU080	399	S	449
2870	розовый	20180320	SU080	399	M	449
2871	розовый	20180320	SU080	399	M	449
2872	розовый	20180320	SU080	399	L	449
2873	розовый	20180320	SU080	399	L	449
2874	розовый	20180320	SU080	399	XL	449
2875	розовый	20180320	SU080	399	XL	449
2876	черный	20180212	SJ121	249	XS	279
2877	белый	20180212	SJ121	249	XS	279
2878	оранжевый	20180212	SJ121	249	XS	279
2879	серый	20180212	SJ121	249	XS	279
2880	белый	20180212	SJ121	299	XS	399
2881	розовый	20180212	SJ121	299	XS	399
2882	черный	20180212	SJ121	249	S	279
2883	белый	20180212	SJ121	249	S	279
2884	оранжевый	20180212	SJ121	249	S	279
2885	серый	20180212	SJ121	249	S	279
2886	белый	20180212	SJ121	299	S	399
2887	розовый	20180212	SJ121	299	S	399
2888	черный	20180212	SJ121	249	M	279
2889	белый	20180212	SJ121	249	M	279
2890	оранжевый	20180212	SJ121	249	M	279
2891	серый	20180212	SJ121	249	M	279
2892	белый	20180212	SJ121	299	M	399
2893	розовый	20180212	SJ121	299	M	399
2894	черный	20180212	SJ121	249	L	279
2895	белый	20180212	SJ121	249	L	279
2896	оранжевый	20180212	SJ121	249	L	279
2897	серый	20180212	SJ121	249	L	279
2898	белый	20180212	SJ121	299	L	399
2899	розовый	20180212	SJ121	299	L	399
2900	черный	20180212	SJ121	249	XL	279
2901	белый	20180212	SJ121	249	XL	279
2902	оранжевый	20180212	SJ121	249	XL	279
2903	серый	20180212	SJ121	249	XL	279
2904	белый	20180212	SJ121	299	XL	399
2905	розовый	20180212	SJ121	299	XL	399
2906	черный	20180212	SJ121	249	XXL	279
2907	белый	20180212	SJ121	249	XXL	279
2908	оранжевый	20180212	SJ121	249	XXL	279
2909	серый	20180212	SJ121	249	XXL	279
2910	белый	20180212	SJ121	299	XXL	399
2911	розовый	20180212	SJ121	299	XXL	399
2912	серый	20180122	SN438	449	XS	449
2913	черный	20180122	SN438	449	XS	449
2914	серый	20180122	SN438	449	S	449
2915	черный	20180122	SN438	449	S	449
2916	серый	20180122	SN438	449	M	449
2917	черный	20180122	SN438	449	M	449
2918	серый	20180122	SN438	449	L	449
2919	черный	20180122	SN438	449	L	449
2920	серый	20180122	SN438	449	XL	449
2921	черный	20180122	SN438	449	XL	449
2922	черный	20171202	SP575	499	XS	499
2923	черный	20171202	SP575	499	S	499
2924	черный	20171202	SP575	499	M	499
2925	черный	20171202	SP575	499	L	499
2926	черный	20171202	SP575	499	XL	499
2927	слоновая кость	20180416	TA867	399	XS	399
2928	слоновая кость	20180416	TA867	399	S	399
2929	слоновая кость	20180416	TA867	399	M	399
2930	слоновая кость	20180416	TA867	399	L	399
2931	слоновая кость	20180416	TA867	399	XL	399
2932	черный	20180402	TA880	449	XS	449
2933	красный	20180402	TA880	449	XS	449
2934	черный	20180402	TA880	449	S	449
2935	красный	20180402	TA880	449	S	449
2936	черный	20180402	TA880	449	M	449
2937	красный	20180402	TA880	449	M	449
2938	черный	20180402	TA880	449	L	449
2939	красный	20180402	TA880	449	L	449
2940	черный	20180402	TA880	449	XL	449
2941	красный	20180402	TA880	449	XL	449
2942	бирюзовый	20180413	TA922	449	XS	449
2943	другое	20180413	TA922	449	XS	449
2944	бирюзовый	20180413	TA922	449	S	449
2945	другое	20180413	TA922	449	S	449
2946	бирюзовый	20180413	TA922	449	M	449
2947	другое	20180413	TA922	449	M	449
2948	бирюзовый	20180413	TA922	449	L	449
2949	другое	20180413	TA922	449	L	449
2950	бирюзовый	20180413	TA922	449	XL	449
2951	другое	20180413	TA922	449	XL	449
2952	черный	20180202	SJ131	279	XS	279
2953	оранжевый	20180202	SJ131	199	XS	249
2954	розовый	20180202	SJ131	249	XS	279
2955	черный	20180202	SJ131	279	S	279
2956	оранжевый	20180202	SJ131	199	S	249
2957	розовый	20180202	SJ131	249	S	279
2958	черный	20180202	SJ131	279	M	279
2959	оранжевый	20180202	SJ131	199	M	249
2960	розовый	20180202	SJ131	249	M	279
2961	черный	20180202	SJ131	279	L	279
2962	оранжевый	20180202	SJ131	199	L	249
2963	розовый	20180202	SJ131	249	L	279
2964	черный	20180202	SJ131	279	XL	279
2965	оранжевый	20180202	SJ131	199	XL	249
2966	розовый	20180202	SJ131	249	XL	279
2967	другое	20180416	TD634	449	XS	449
2968	другое	20180416	TD634	449	S	449
2969	другое	20180416	TD634	449	M	449
2970	другое	20180416	TD634	449	L	449
2971	другое	20180416	TD634	449	XL	449
2972	черный	20180105	SL765	399	XS	399
2973	черный	20180105	SL765	399	S	399
2974	черный	20180105	SL765	399	M	399
2975	черный	20180105	SL765	399	L	399
2976	черный	20180105	SL765	399	XL	399
2977	белый	20180125	SU062	399	XS	449
2978	белый	20180125	SU062	399	S	449
2979	белый	20180125	SU062	399	M	449
2980	белый	20180125	SU062	399	L	449
2981	белый	20180125	SU062	399	XL	449
2982	белый	20180207	ST630	249	XS	249
2983	черный	20180207	ST630	279	XS	279
2984	оранжевый	20180207	ST630	199	XS	249
2985	белый	20180207	ST630	249	S	249
2986	черный	20180207	ST630	279	S	279
2987	оранжевый	20180207	ST630	199	S	249
2988	белый	20180207	ST630	249	M	249
2989	черный	20180207	ST630	279	M	279
2990	оранжевый	20180207	ST630	199	M	249
2991	белый	20180207	ST630	249	L	249
2992	черный	20180207	ST630	279	L	279
2993	оранжевый	20180207	ST630	199	L	249
2994	белый	20180207	ST630	249	XL	249
2995	черный	20180207	ST630	279	XL	279
2996	оранжевый	20180207	ST630	199	XL	249
2997	белый	20180209	SW207	279	XS	279
2998	черный	20180209	SW207	279	XS	279
2999	розовый	20180209	SW207	279	XS	279
3000	белый	20180209	SW207	279	S	279
3001	черный	20180209	SW207	279	S	279
3002	розовый	20180209	SW207	279	S	279
3003	белый	20180209	SW207	279	M	279
3004	черный	20180209	SW207	279	M	279
3005	розовый	20180209	SW207	279	M	279
3006	белый	20180209	SW207	279	L	279
3007	черный	20180209	SW207	279	L	279
3008	розовый	20180209	SW207	279	L	279
3009	белый	20180209	SW207	279	XL	279
3010	черный	20180209	SW207	279	XL	279
3011	розовый	20180209	SW207	279	XL	279
3012	черный	20180414	SJ121	249	XS	279
3013	белый	20180414	SJ121	249	XS	279
3014	оранжевый	20180414	SJ121	249	XS	279
3015	серый	20180414	SJ121	249	XS	279
3016	белый	20180414	SJ121	299	XS	399
3017	розовый	20180414	SJ121	299	XS	399
3018	черный	20180414	SJ121	249	S	279
3019	белый	20180414	SJ121	249	S	279
3020	оранжевый	20180414	SJ121	249	S	279
3021	серый	20180414	SJ121	249	S	279
3022	белый	20180414	SJ121	299	S	399
3023	розовый	20180414	SJ121	299	S	399
3024	черный	20180414	SJ121	249	M	279
3025	белый	20180414	SJ121	249	M	279
3026	оранжевый	20180414	SJ121	249	M	279
3027	серый	20180414	SJ121	249	M	279
3028	белый	20180414	SJ121	299	M	399
3029	розовый	20180414	SJ121	299	M	399
3030	черный	20180414	SJ121	249	L	279
3031	белый	20180414	SJ121	249	L	279
3032	оранжевый	20180414	SJ121	249	L	279
3033	серый	20180414	SJ121	249	L	279
3034	белый	20180414	SJ121	299	L	399
3035	розовый	20180414	SJ121	299	L	399
3036	черный	20180414	SJ121	249	XL	279
3037	белый	20180414	SJ121	249	XL	279
3038	оранжевый	20180414	SJ121	249	XL	279
3039	серый	20180414	SJ121	249	XL	279
3040	белый	20180414	SJ121	299	XL	399
3041	розовый	20180414	SJ121	299	XL	399
3042	черный	20180414	SJ121	249	XXL	279
3043	белый	20180414	SJ121	249	XXL	279
3044	оранжевый	20180414	SJ121	249	XXL	279
3045	серый	20180414	SJ121	249	XXL	279
3046	белый	20180414	SJ121	299	XXL	399
3047	розовый	20180414	SJ121	299	XXL	399
3048	черный	20180219	SM602	199	XS	199
3049	зеленый	20180219	SM602	199	XS	199
3050	розовый	20180219	SM602	199	XS	199
3051	серый	20180219	SM602	199	XS	199
3052	черный	20180219	SM602	199	S	199
3053	зеленый	20180219	SM602	199	S	199
3054	розовый	20180219	SM602	199	S	199
3055	серый	20180219	SM602	199	S	199
3056	черный	20180219	SM602	199	M	199
3057	зеленый	20180219	SM602	199	M	199
3058	розовый	20180219	SM602	199	M	199
3059	серый	20180219	SM602	199	M	199
3060	черный	20180219	SM602	199	L	199
3061	зеленый	20180219	SM602	199	L	199
3062	розовый	20180219	SM602	199	L	199
3063	серый	20180219	SM602	199	L	199
3064	черный	20180219	SM602	199	XL	199
3065	зеленый	20180219	SM602	199	XL	199
3066	розовый	20180219	SM602	199	XL	199
3067	серый	20180219	SM602	199	XL	199
3068	черный	20180219	SM602	199	XXL	199
3069	зеленый	20180219	SM602	199	XXL	199
3070	розовый	20180219	SM602	199	XXL	199
3071	серый	20180219	SM602	199	XXL	199
3072	белый	20180414	TD630	449	XS	449
3073	белый	20180414	TD630	449	XS	449
3074	белый	20180414	TD630	449	S	449
3075	белый	20180414	TD630	449	S	449
3076	белый	20180414	TD630	449	M	449
3077	белый	20180414	TD630	449	M	449
3078	белый	20180414	TD630	449	L	449
3079	белый	20180414	TD630	449	L	449
3080	белый	20180414	TD630	449	XL	449
3081	белый	20180414	TD630	449	XL	449
3082	серый	20180105	SL775	299	XS	299
3083	серый	20180105	SL775	299	S	299
3084	серый	20180105	SL775	299	M	299
3085	серый	20180105	SL775	299	L	299
3086	серый	20180105	SL775	299	XL	299
3087	черный	20180413	TA884	399	XS	399
3088	красный	20180413	TA884	399	XS	399
3089	черный	20180413	TA884	399	S	399
3090	красный	20180413	TA884	399	S	399
3091	черный	20180413	TA884	399	M	399
3092	красный	20180413	TA884	399	M	399
3093	черный	20180413	TA884	399	L	399
3094	красный	20180413	TA884	399	L	399
3095	черный	20180413	TA884	399	XL	399
3096	красный	20180413	TA884	399	XL	399
3097	белый	20180315	TA561	499	XS	499
3098	белый	20180315	TA561	499	S	499
3099	белый	20180315	TA561	499	M	499
3100	белый	20180315	TA561	499	L	499
3101	белый	20180315	TA561	499	XL	499
3102	черный	20180205	SJ131	279	XS	279
3103	оранжевый	20180205	SJ131	199	XS	249
3104	розовый	20180205	SJ131	249	XS	279
3105	черный	20180205	SJ131	279	S	279
3106	оранжевый	20180205	SJ131	199	S	249
3107	розовый	20180205	SJ131	249	S	279
3108	черный	20180205	SJ131	279	M	279
3109	оранжевый	20180205	SJ131	199	M	249
3110	розовый	20180205	SJ131	249	M	279
3111	черный	20180205	SJ131	279	L	279
3112	оранжевый	20180205	SJ131	199	L	249
3113	розовый	20180205	SJ131	249	L	279
3114	черный	20180205	SJ131	279	XL	279
3115	оранжевый	20180205	SJ131	199	XL	249
3116	розовый	20180205	SJ131	249	XL	279
3117	бирюзовый	20180312	TA142	199	XS	199
3118	оранжевый	20180312	TA142	199	XS	199
3119	желтый	20180312	TA142	199	XS	199
3120	бирюзовый	20180312	TA142	199	S	199
3121	оранжевый	20180312	TA142	199	S	199
3122	желтый	20180312	TA142	199	S	199
3123	бирюзовый	20180312	TA142	199	M	199
3124	оранжевый	20180312	TA142	199	M	199
3125	желтый	20180312	TA142	199	M	199
3126	бирюзовый	20180312	TA142	199	L	199
3127	оранжевый	20180312	TA142	199	L	199
3128	желтый	20180312	TA142	199	L	199
3129	бирюзовый	20180312	TA142	199	XL	199
3130	оранжевый	20180312	TA142	199	XL	199
3131	желтый	20180312	TA142	199	XL	199
3132	бирюзовый	20180312	TA142	199	XXL	199
3133	оранжевый	20180312	TA142	199	XXL	199
3134	желтый	20180312	TA142	199	XXL	199
3135	белый	20180104	SL786	449	XS	499
3136	белый	20180104	SL786	449	S	499
3137	белый	20180104	SL786	449	M	499
3138	белый	20180104	SL786	449	L	499
3139	белый	20180104	SL786	449	XL	499
3140	белый	20180109	SN432	399	XS	399
3141	белый	20180109	SN432	399	S	399
3142	белый	20180109	SN432	399	M	399
3143	белый	20180109	SN432	399	L	399
3144	белый	20180109	SN432	399	XL	399
3145	черный	20171028	RT014	199	XS	199
3146	серый	20171028	RT014	199	XS	199
3147	красный	20171028	RT014	199	XS	199
3148	черный	20171028	RT014	199	S	199
3149	серый	20171028	RT014	199	S	199
3150	красный	20171028	RT014	199	S	199
3151	черный	20171028	RT014	199	M	199
3152	серый	20171028	RT014	199	M	199
3153	красный	20171028	RT014	199	M	199
3154	черный	20171028	RT014	199	L	199
3155	серый	20171028	RT014	199	L	199
3156	красный	20171028	RT014	199	L	199
3157	черный	20171028	RT014	199	XL	199
3158	серый	20171028	RT014	199	XL	199
3159	красный	20171028	RT014	199	XL	199
3160	черный	20171028	RT014	199	XXL	199
3161	серый	20171028	RT014	199	XXL	199
3162	красный	20171028	RT014	199	XXL	199
3163	голубой	20180419	TX127	449	XS	449
3164	розовый	20180419	TX127	449	XS	449
3165	голубой	20180419	TX127	449	S	449
3166	розовый	20180419	TX127	449	S	449
3167	голубой	20180419	TX127	449	M	449
3168	розовый	20180419	TX127	449	M	449
3169	голубой	20180419	TX127	449	L	449
3170	розовый	20180419	TX127	449	L	449
3171	голубой	20180419	TX127	449	XL	449
3172	розовый	20180419	TX127	449	XL	449
3173	другое	20180103	SJ123	249	XS	279
3174	розовый	20180103	SJ123	279	XS	279
3175	черный	20180103	SJ123	279	XS	279
3176	другое	20180103	SJ123	249	S	279
3177	розовый	20180103	SJ123	279	S	279
3178	черный	20180103	SJ123	279	S	279
3179	другое	20180103	SJ123	249	M	279
3180	розовый	20180103	SJ123	279	M	279
3181	черный	20180103	SJ123	279	M	279
3182	другое	20180103	SJ123	249	L	279
3183	розовый	20180103	SJ123	279	L	279
3184	черный	20180103	SJ123	279	L	279
3185	другое	20180103	SJ123	249	XL	279
3186	розовый	20180103	SJ123	279	XL	279
3187	черный	20180103	SJ123	279	XL	279
3188	другое	20180103	SJ123	249	XXL	279
3189	розовый	20180103	SJ123	279	XXL	279
3190	черный	20180103	SJ123	279	XXL	279
3191	черный	20180226	SJ134	279	XS	279
3192	оранжевый	20180226	SJ134	279	XS	279
3193	серый	20180226	SJ134	279	XS	279
3194	черный	20180226	SJ134	279	S	279
3195	оранжевый	20180226	SJ134	279	S	279
3196	серый	20180226	SJ134	279	S	279
3197	черный	20180226	SJ134	279	M	279
3198	оранжевый	20180226	SJ134	279	M	279
3199	серый	20180226	SJ134	279	M	279
3200	черный	20180226	SJ134	279	L	279
3201	оранжевый	20180226	SJ134	279	L	279
3202	серый	20180226	SJ134	279	L	279
3203	черный	20180226	SJ134	279	XL	279
3204	оранжевый	20180226	SJ134	279	XL	279
3205	серый	20180226	SJ134	279	XL	279
3206	белый	20180209	SM600	199	XS	199
3207	розовый	20180209	SM600	199	XS	199
3208	серый	20180209	SM600	199	XS	199
3209	белый	20180209	SM600	199	S	199
3210	розовый	20180209	SM600	199	S	199
3211	серый	20180209	SM600	199	S	199
3212	белый	20180209	SM600	199	M	199
3213	розовый	20180209	SM600	199	M	199
3214	серый	20180209	SM600	199	M	199
3215	белый	20180209	SM600	199	L	199
3216	розовый	20180209	SM600	199	L	199
3217	серый	20180209	SM600	199	L	199
3218	белый	20180209	SM600	199	XL	199
3219	розовый	20180209	SM600	199	XL	199
3220	серый	20180209	SM600	199	XL	199
3221	белый	20180209	SM600	199	XXL	199
3222	розовый	20180209	SM600	199	XXL	199
3223	серый	20180209	SM600	199	XXL	199
3224	белый	20180115	SL789	499	XS	499
3225	белый	20180115	SL789	499	S	499
3226	белый	20180115	SL789	499	M	499
3227	белый	20180115	SL789	499	L	499
3228	белый	20180115	SL789	499	XL	499
3229	белый	20180210	SM600	199	XS	199
3230	розовый	20180210	SM600	199	XS	199
3231	серый	20180210	SM600	199	XS	199
3232	белый	20180210	SM600	199	S	199
3233	розовый	20180210	SM600	199	S	199
3234	серый	20180210	SM600	199	S	199
3235	белый	20180210	SM600	199	M	199
3236	розовый	20180210	SM600	199	M	199
3237	серый	20180210	SM600	199	M	199
3238	белый	20180210	SM600	199	L	199
3239	розовый	20180210	SM600	199	L	199
3240	серый	20180210	SM600	199	L	199
3241	белый	20180210	SM600	199	XL	199
3242	розовый	20180210	SM600	199	XL	199
3243	серый	20180210	SM600	199	XL	199
3244	белый	20180210	SM600	199	XXL	199
3245	розовый	20180210	SM600	199	XXL	199
3246	серый	20180210	SM600	199	XXL	199
3247	розовый	20180130	SN444	249	XS	399
3248	белый	20180130	SN444	299	XS	399
3249	розовый	20180130	SN444	249	S	399
3250	белый	20180130	SN444	299	S	399
3251	розовый	20180130	SN444	249	M	399
3252	белый	20180130	SN444	299	M	399
3253	розовый	20180130	SN444	249	L	399
3254	белый	20180130	SN444	299	L	399
3255	розовый	20180130	SN444	249	XL	399
3256	белый	20180130	SN444	299	XL	399
3257	черный	20180215	SJ121	249	XS	279
3258	белый	20180215	SJ121	249	XS	279
3259	оранжевый	20180215	SJ121	249	XS	279
3260	серый	20180215	SJ121	249	XS	279
3261	белый	20180215	SJ121	299	XS	399
3262	розовый	20180215	SJ121	299	XS	399
3263	черный	20180215	SJ121	249	S	279
3264	белый	20180215	SJ121	249	S	279
3265	оранжевый	20180215	SJ121	249	S	279
3266	серый	20180215	SJ121	249	S	279
3267	белый	20180215	SJ121	299	S	399
3268	розовый	20180215	SJ121	299	S	399
3269	черный	20180215	SJ121	249	M	279
3270	белый	20180215	SJ121	249	M	279
3271	оранжевый	20180215	SJ121	249	M	279
3272	серый	20180215	SJ121	249	M	279
3273	белый	20180215	SJ121	299	M	399
3274	розовый	20180215	SJ121	299	M	399
3275	черный	20180215	SJ121	249	L	279
3276	белый	20180215	SJ121	249	L	279
3277	оранжевый	20180215	SJ121	249	L	279
3278	серый	20180215	SJ121	249	L	279
3279	белый	20180215	SJ121	299	L	399
3280	розовый	20180215	SJ121	299	L	399
3281	черный	20180215	SJ121	249	XL	279
3282	белый	20180215	SJ121	249	XL	279
3283	оранжевый	20180215	SJ121	249	XL	279
3284	серый	20180215	SJ121	249	XL	279
3285	белый	20180215	SJ121	299	XL	399
3286	розовый	20180215	SJ121	299	XL	399
3287	черный	20180215	SJ121	249	XXL	279
3288	белый	20180215	SJ121	249	XXL	279
3289	оранжевый	20180215	SJ121	249	XXL	279
3290	серый	20180215	SJ121	249	XXL	279
3291	белый	20180215	SJ121	299	XXL	399
3292	розовый	20180215	SJ121	299	XXL	399
3293	белый	20180411	SJ149	449	XS	449
3294	черный	20180411	SJ149	449	XS	449
3295	белый	20180411	SJ149	449	S	449
3296	черный	20180411	SJ149	449	S	449
3297	белый	20180411	SJ149	449	M	449
3298	черный	20180411	SJ149	449	M	449
3299	белый	20180411	SJ149	449	L	449
3300	черный	20180411	SJ149	449	L	449
3301	белый	20180411	SJ149	449	XL	449
3302	черный	20180411	SJ149	449	XL	449
3303	белый	20180320	SU074	299	XS	399
3304	серый	20180320	SU074	299	XS	399
3305	белый	20180320	SU074	299	S	399
3306	серый	20180320	SU074	299	S	399
3307	белый	20180320	SU074	299	M	399
3308	серый	20180320	SU074	299	M	399
3309	белый	20180320	SU074	299	L	399
3310	серый	20180320	SU074	299	L	399
3311	белый	20180320	SU074	299	XL	399
3312	серый	20180320	SU074	299	XL	399
3313	красный	20180412	TO770	499	XS	699
3314	красный	20180412	TO770	499	S	699
3315	красный	20180412	TO770	499	M	699
3316	красный	20180412	TO770	499	L	699
3317	оранжевый	20180404	TA143	199	XS	199
3318	желтый	20180404	TA143	199	XS	199
3319	бирюзовый	20180404	TA143	199	XS	199
3320	белый	20180404	TA143	199	XS	199
3321	оранжевый	20180404	TA143	199	S	199
3322	желтый	20180404	TA143	199	S	199
3323	бирюзовый	20180404	TA143	199	S	199
3324	белый	20180404	TA143	199	S	199
3325	оранжевый	20180404	TA143	199	M	199
3326	желтый	20180404	TA143	199	M	199
3327	бирюзовый	20180404	TA143	199	M	199
3328	белый	20180404	TA143	199	M	199
3329	оранжевый	20180404	TA143	199	L	199
3330	желтый	20180404	TA143	199	L	199
3331	бирюзовый	20180404	TA143	199	L	199
3332	белый	20180404	TA143	199	L	199
3333	оранжевый	20180404	TA143	199	XL	199
3334	желтый	20180404	TA143	199	XL	199
3335	бирюзовый	20180404	TA143	199	XL	199
3336	белый	20180404	TA143	199	XL	199
3337	оранжевый	20180404	TA143	199	XXL	199
3338	желтый	20180404	TA143	199	XXL	199
3339	бирюзовый	20180404	TA143	199	XXL	199
3340	белый	20180404	TA143	199	XXL	199
3341	белый	20180320	SU075	249	XS	279
3342	черный	20180320	SU075	279	XS	279
3343	белый	20180320	SU075	249	S	279
3344	черный	20180320	SU075	279	S	279
3345	белый	20180320	SU075	249	M	279
3346	черный	20180320	SU075	279	M	279
3347	белый	20180320	SU075	249	L	279
3348	черный	20180320	SU075	279	L	279
3349	белый	20180320	SU075	249	XL	279
3350	черный	20180320	SU075	279	XL	279
3351	белый	20180108	TC057	299	XS	299
3352	белый	20180108	TC057	299	S	299
3353	белый	20180108	TC057	299	M	299
3354	белый	20180108	TC057	299	L	299
3355	белый	20180108	TC057	299	XL	299
3356	черный	20180203	SL751	299	XS	499
3357	красный	20180203	SL751	399	XS	499
3358	черный	20180203	SL751	299	S	499
3359	красный	20180203	SL751	399	S	499
3360	черный	20180203	SL751	299	M	499
3361	красный	20180203	SL751	399	M	499
3362	черный	20180203	SL751	299	L	499
3363	красный	20180203	SL751	399	L	499
3364	черный	20180203	SL751	299	XL	499
3365	красный	20180203	SL751	399	XL	499
3366	серый	20180319	TA862	449	XS	449
3367	слоновая кость	20180319	TA862	449	XS	449
3368	серый	20180319	TA862	449	S	449
3369	слоновая кость	20180319	TA862	449	S	449
3370	серый	20180319	TA862	449	M	449
3371	слоновая кость	20180319	TA862	449	M	449
3372	серый	20180319	TA862	449	L	449
3373	слоновая кость	20180319	TA862	449	L	449
3374	серый	20180319	TA862	449	XL	449
3375	слоновая кость	20180319	TA862	449	XL	449
3376	белый	20180206	SW236	399	XS	449
3377	белый	20180206	SW236	399	S	449
3378	белый	20180206	SW236	399	M	449
3379	белый	20180206	SW236	399	L	449
3380	белый	20180206	SW236	399	XL	449
3381	белый	20180406	TD628	299	XS	399
3382	белый	20180406	TD628	299	XS	399
3383	белый	20180406	TD628	299	S	399
3384	белый	20180406	TD628	299	S	399
3385	белый	20180406	TD628	299	M	399
3386	белый	20180406	TD628	299	M	399
3387	белый	20180406	TD628	299	L	399
3388	белый	20180406	TD628	299	L	399
3389	белый	20180406	TD628	299	XL	399
3390	белый	20180406	TD628	299	XL	399
3391	черный	20180224	SM602	199	XS	199
3392	зеленый	20180224	SM602	199	XS	199
3393	розовый	20180224	SM602	199	XS	199
3394	серый	20180224	SM602	199	XS	199
3395	черный	20180224	SM602	199	S	199
3396	зеленый	20180224	SM602	199	S	199
3397	розовый	20180224	SM602	199	S	199
3398	серый	20180224	SM602	199	S	199
3399	черный	20180224	SM602	199	M	199
3400	зеленый	20180224	SM602	199	M	199
3401	розовый	20180224	SM602	199	M	199
3402	серый	20180224	SM602	199	M	199
3403	черный	20180224	SM602	199	L	199
3404	зеленый	20180224	SM602	199	L	199
3405	розовый	20180224	SM602	199	L	199
3406	серый	20180224	SM602	199	L	199
3407	черный	20180224	SM602	199	XL	199
3408	зеленый	20180224	SM602	199	XL	199
3409	розовый	20180224	SM602	199	XL	199
3410	серый	20180224	SM602	199	XL	199
3411	черный	20180224	SM602	199	XXL	199
3412	зеленый	20180224	SM602	199	XXL	199
3413	розовый	20180224	SM602	199	XXL	199
3414	серый	20180224	SM602	199	XXL	199
3415	оранжевый	20180330	TA143	199	XS	199
3416	желтый	20180330	TA143	199	XS	199
3417	бирюзовый	20180330	TA143	199	XS	199
3418	белый	20180330	TA143	199	XS	199
3419	оранжевый	20180330	TA143	199	S	199
3420	желтый	20180330	TA143	199	S	199
3421	бирюзовый	20180330	TA143	199	S	199
3422	белый	20180330	TA143	199	S	199
3423	оранжевый	20180330	TA143	199	M	199
3424	желтый	20180330	TA143	199	M	199
3425	бирюзовый	20180330	TA143	199	M	199
3426	белый	20180330	TA143	199	M	199
3427	оранжевый	20180330	TA143	199	L	199
3428	желтый	20180330	TA143	199	L	199
3429	бирюзовый	20180330	TA143	199	L	199
3430	белый	20180330	TA143	199	L	199
3431	оранжевый	20180330	TA143	199	XL	199
3432	желтый	20180330	TA143	199	XL	199
3433	бирюзовый	20180330	TA143	199	XL	199
3434	белый	20180330	TA143	199	XL	199
3435	оранжевый	20180330	TA143	199	XXL	199
3436	желтый	20180330	TA143	199	XXL	199
3437	бирюзовый	20180330	TA143	199	XXL	199
3438	белый	20180330	TA143	199	XXL	199
3439	черный	20180213	SJ131	279	XS	279
3440	оранжевый	20180213	SJ131	199	XS	249
3441	розовый	20180213	SJ131	249	XS	279
3442	черный	20180213	SJ131	279	S	279
3443	оранжевый	20180213	SJ131	199	S	249
3444	розовый	20180213	SJ131	249	S	279
3445	черный	20180213	SJ131	279	M	279
3446	оранжевый	20180213	SJ131	199	M	249
3447	розовый	20180213	SJ131	249	M	279
3448	черный	20180213	SJ131	279	L	279
3449	оранжевый	20180213	SJ131	199	L	249
3450	розовый	20180213	SJ131	249	L	279
3451	черный	20180213	SJ131	279	XL	279
3452	оранжевый	20180213	SJ131	199	XL	249
3453	розовый	20180213	SJ131	249	XL	279
3454	белый	20180210	SW207	279	XS	279
3455	черный	20180210	SW207	279	XS	279
3456	розовый	20180210	SW207	279	XS	279
3457	белый	20180210	SW207	279	S	279
3458	черный	20180210	SW207	279	S	279
3459	розовый	20180210	SW207	279	S	279
3460	белый	20180210	SW207	279	M	279
3461	черный	20180210	SW207	279	M	279
3462	розовый	20180210	SW207	279	M	279
3463	белый	20180210	SW207	279	L	279
3464	черный	20180210	SW207	279	L	279
3465	розовый	20180210	SW207	279	L	279
3466	белый	20180210	SW207	279	XL	279
3467	черный	20180210	SW207	279	XL	279
3468	розовый	20180210	SW207	279	XL	279
3469	белый	20180204	SW207	279	XS	279
3470	черный	20180204	SW207	279	XS	279
3471	розовый	20180204	SW207	279	XS	279
3472	белый	20180204	SW207	279	S	279
3473	черный	20180204	SW207	279	S	279
3474	розовый	20180204	SW207	279	S	279
3475	белый	20180204	SW207	279	M	279
3476	черный	20180204	SW207	279	M	279
3477	розовый	20180204	SW207	279	M	279
3478	белый	20180204	SW207	279	L	279
3479	черный	20180204	SW207	279	L	279
3480	розовый	20180204	SW207	279	L	279
3481	белый	20180204	SW207	279	XL	279
3482	черный	20180204	SW207	279	XL	279
3483	розовый	20180204	SW207	279	XL	279
3484	белый	20180213	ST631	249	XS	399
3485	белый	20180213	ST631	249	S	399
3486	белый	20180213	ST631	249	M	399
3487	белый	20180213	ST631	249	L	399
3488	белый	20180213	ST631	249	XL	399
3489	белый	20180320	ST622	249	XS	249
